Duration (in seconds),Response ID,Please enter your Prolific ID.,,Variant,VarA,VarB,,The system is capable of interpreting situations correctly.,The system state was always clear to me.,I already know similar systems.,The developers are trustworthy.,One should be careful with unfamiliar automated systems.,The system works reliably.,The system reacts unpredictably.,The developers take my well-being seriously.,I trust the system.,A system malfunction is likely.,I was able to understand why things happened.,I rather trust a system than mistrust it.,The system is capable of taking over complicated tasks.,I can rely on the system.,The system might make sporadic (unpredictable) errors.,It is difficult to identify what the system will do next.,I have already used similar systems.,AI Voice Assistant systems generally work well.,I am confident about the system's capabilities.,,Reliability,Understanding,Familiarity,Intentions,Propensity,Trust,,Age,Gender,Education,zooFamiliarity,animalFamiliarity,owner,user,frequency
221,R_zewdDXTwEl8NY53,63de656828b28434f3ed4808,,3,A1,B2,,4,5,4,3,-4,3,-2,3,3,-3,4,3,2,4,-4,-2,4,4,4,,6,5,8,6,3,7,,26,Female,Post-graduate degree.,Never heard before,Very familiar,"Yes, multiple.",Yes,Occasionally
156,R_3e92TVu3svh5gqM,62d1b97f44bebbf51d3a48c3,,2,A2,B1,,5,4,3,4,-4,4,-2,4,4,-3,5,3,4,4,-3,-2,3,4,5,,12,5,6,8,3,8,,41,Male,"High School or Secondary School (A-Levels, BTEC, etc.)",Somewhat familiar,Somewhat familiar,"Yes, multiple.",Yes,Occasionally
186,R_uyvyQgo8R44br5T,5e0c68d5dd997b4356c54134,,1,A1,B1,,3,4,3,4,-4,4,-2,2,5,-3,5,4,4,4,-2,-2,5,5,4,,10,5,8,6,5,9,,40,Female,College or University.,Not familiar,Somewhat familiar,"Yes, one.",Yes,Weekly
171,R_2wQE7sOZCp425VV,5c2d172ce26399000179a138,,2,A2,B1,,3,4,3,4,-4,2,-2,4,3,-2,4,3,3,4,-4,-3,4,3,4,,6,3,7,8,2,7,,24,Male,College or University.,Somewhat familiar,Somewhat familiar,"Yes, one.",Yes,Weekly
251,R_vDEzuC0WUcWNSkV,6447b436f5457e2d734ddc86,,4,A2,B2,,3,4,4,3,-4,5,-2,3,4,-3,4,4,3,4,-2,-3,5,4,4,,10,3,9,6,4,8,,19,Male,College or University.,Never heard before,Somewhat familiar,"Yes, multiple.",Yes,Weekly
418,R_1Kp7VL7Taskcv10,5d9c35e740e5c70017ee9a77,,3,A1,B2,,4,4,2,1,-4,3,-2,2,3,-2,4,2,3,3,-4,-2,2,3,4,,8,4,4,3,1,6,,24,Male,"High School or Secondary School (A-Levels, BTEC, etc.)",Not familiar,Somewhat familiar,No,No,
367,R_3m1Sg6XtE7b326A,64144c50850ccbd0137953ed,,1,A1,B1,,4,5,4,3,-5,4,-2,2,2,-4,5,4,4,4,-5,-2,5,4,5,,8,6,9,5,3,6,,32,Male,College or University.,Very familiar,Very familiar,No,Yes,Weekly
219,R_2riqYDg53C2d2dn,612634d710d4c6be97dd451e,,3,A1,B2,,4,4,3,3,-4,5,-1,3,4,-3,5,3,1,3,-4,-1,3,5,4,,7,7,6,6,4,7,,22,Female,College or University.,Somewhat familiar,Very familiar,"Yes, one.",Yes,Occasionally
151,R_1ClHJCVPkZvnd3R,5ea6c3d750254603bb9aa180,,1,A1,B1,,4,5,5,4,-4,5,-1,4,5,-4,5,1,5,#N/A,-3,-4,3,5,5,,12,5,8,8,2,#N/A,,29,Male,Post-graduate degree.,Not familiar,Very familiar,"Yes, one.",No,
221,R_pE4OnAnQxNiAGYN,5c707693db12e3000146b16d,,2,A2,B1,,4,4,4,4,-4,4,-1,4,4,-2,5,4,3,4,-2,-2,4,4,4,,11,6,8,8,4,8,,32,Male,College or University.,Somewhat familiar,Somewhat familiar,"Yes, one.",Yes,Weekly
148,R_3CKplAcxtrYuNhh,5e74094e0db80439500e8f0b,,4,A2,B2,,2,3,3,1,-5,2,-4,1,1,-4,2,1,4,1,-4,-5,4,2,3,,3,-4,7,2,-2,2,,29,Female,College or University.,Somewhat familiar,Very familiar,No,No,
151,R_6KZu063bPXvbLCp,5ad8a1b1c0332a0001ec6bec,,3,A1,B2,,3,5,2,4,-3,4,-2,3,4,-3,4,4,3,2,-4,-2,2,4,3,,6,5,4,7,5,6,,30,Female,College or University.,Somewhat familiar,Very familiar,No,No,
247,R_O74ivI8XXTygK7n,59e1e960d838ae00018507e3,,2,A2,B1,,4,5,5,4,-4,4,-1,3,4,-2,3,4,2,4,-3,-2,5,4,4,,9,5,10,7,4,8,,37,Female,College or University.,Never heard before,Somewhat familiar,"Yes, one.",Yes,Daily
131,R_2wEVK27z67P6UHI,60e465d0839bf6e5f496c641,,4,A2,B2,,4,4,5,4,-3,4,-2,3,4,-2,5,4,4,4,-3,-2,5,4,4,,11,5,10,7,5,8,,20,Female,College or University.,Somewhat familiar,Somewhat familiar,"Yes, one.",Yes,Daily
528,R_1OHrLNc1P7cHKGb,594b6db2eaa18e000163f7c3,,4,A2,B2,,#N/A,5,5,5,-5,5,-3,5,4,-3,5,4,#N/A,5,#N/A,-2,5,5,5,,#N/A,5,10,10,4,9,,49,Female,"High School or Secondary School (A-Levels, BTEC, etc.)",Somewhat familiar,Very familiar,"Yes, one.",Yes,Daily
183,R_Zsi4WUIXcIYUkWB,5d1682fad3070d00190dbd2e,,2,A2,B1,,3,4,2,2,-5,4,-3,2,3,-4,4,4,4,4,-3,-4,2,3,3,,7,1,4,4,2,7,,32,Female,College or University.,Never heard before,Not familiar,No,No,
166,R_27ClpQUG8R5kbvq,5c578b57e66e510001eec4c6,,1,A1,B1,,4,4,5,4,-3,4,-1,4,3,-5,5,4,4,5,-2,-2,4,5,5,,10,6,9,8,6,8,,28,Female,"High School or Secondary School (A-Levels, BTEC, etc.)",Somewhat familiar,Somewhat familiar,"Yes, one.",Yes,Occasionally
245,R_O3CkiSFtMeqNtC1,5ea2be9aaa70541db670e832,,3,A1,B2,,3,5,5,3,-3,4,-2,2,3,-3,4,3,2,4,-3,-3,4,4,4,,7,4,9,5,4,7,,27,Female,College or University.,Somewhat familiar,Somewhat familiar,No,Yes,Occasionally
615,R_6D6irvY5isb4xNf,5b3b5f13dd6af000014d2a68,,4,A2,B2,,4,5,4,4,-5,2,-2,3,3,-4,5,3,2,2,-5,-2,4,4,2,,1,6,8,7,2,5,,55,Male,College or University.,Somewhat familiar,Very familiar,No,Yes,Occasionally
169,R_a9QW42tFBqTyERH,59d37889aeef3b0001022129,,2,A2,B1,,2,3,5,3,-4,5,-2,2,3,-3,5,4,2,4,-3,-2,5,4,3,,6,4,10,5,4,7,,33,Female,College or University.,Somewhat familiar,Somewhat familiar,"Yes, one.",Yes,Weekly
246,R_x9kyaokSXzsMh6F,5aa2f19df05361000172520c,,3,A1,B2,,4,3,4,3,-4,4,-2,3,3,-3,4,2,2,4,-4,-1,4,3,4,,7,4,8,6,1,7,,30,Female,Post-graduate degree.,Never heard before,Very familiar,No,Yes,Occasionally
262,R_PvOs505KArgASWt,5f382d59306f840e46f6a064,,3,A1,B2,,5,3,4,3,-4,4,-2,3,4,-4,5,3,4,4,-3,-3,5,4,5,,11,3,9,6,3,8,,34,Male,College or University.,Not familiar,Somewhat familiar,"Yes, one.",No,
213,R_2rvYl2w7xR7DBrN,601017ce4f1db9279c1f2b7c,,1,A1,B1,,5,5,5,5,-2,5,-1,4,5,-1,5,5,4,5,-2,-1,5,5,5,,16,8,10,9,8,10,,41,Male,Post-graduate degree.,Somewhat familiar,Very familiar,"Yes, multiple.",Yes,Daily
216,R_x2RnMRfHIWEj2OR,6148b10ea79471ff31a5b290,,3,A1,B2,,4,3,4,4,-4,4,-2,3,4,-2,4,4,3,4,-2,-2,4,4,4,,11,3,8,7,4,8,,23,Female,"High School or Secondary School (A-Levels, BTEC, etc.)",Somewhat familiar,Somewhat familiar,"Yes, multiple.",Yes,Weekly
234,R_WkA0HVsjc8yIecx,5c8d4db8c6eef00001bd2510,,4,A2,B2,,3,#N/A,5,2,-5,4,-3,2,4,-2,4,3,4,4,-4,-3,5,4,4,,9,#N/A,10,4,2,8,,44,Female,Post-graduate degree.,Somewhat familiar,Somewhat familiar,"Yes, multiple.",Yes,Daily
246,R_qI4gO5xx1ACST73,5c4b8d1b0eccd3000186e33a,,1,A1,B1,,5,5,5,3,-3,4,-2,4,5,-3,5,4,2,4,-4,-2,5,4,5,,9,6,10,7,5,9,,34,Female,"High School or Secondary School (A-Levels, BTEC, etc.)",Somewhat familiar,Somewhat familiar,"Yes, one.",Yes,Occasionally
163,R_1LM9YA8FUWWGGk2,612ce2dc4fe6978901d3ed10,,2,A2,B1,,4,4,3,3,-4,4,-2,3,4,-3,4,3,4,2,-4,-3,2,2,3,,8,3,5,6,1,6,,35,Male,College or University.,Not familiar,Somewhat familiar,No,No,
134,R_OD2CzESoIcjVNsd,6172aa09d3e15e3231662987,,1,A1,B1,,4,4,5,4,-4,4,-2,3,4,-2,4,4,3,4,-3,-2,4,4,4,,10,4,9,7,4,8,,22,Female,College or University.,Somewhat familiar,Very familiar,No,No,
185,R_3nARqHcGwROTjp1,5b5ede4bf5bc59000117fae2,,3,A1,B2,,4,4,2,4,-3,4,-2,3,3,-3,5,4,3,4,-3,-3,2,5,4,,9,4,4,7,6,7,,26,Female,College or University.,Somewhat familiar,Very familiar,No,Yes,Occasionally
300,R_w0LDEQlwSQe2H05,5bed63da5d42970001d4f145,,4,A2,B2,,4,5,5,4,-3,5,-3,3,4,-3,3,4,3,4,-3,-3,5,5,4,,10,2,10,7,6,8,,#N/A,Female,Post-graduate degree.,Very familiar,Very familiar,"Yes, multiple.",Yes,Weekly
177,R_1N3TbxnpHhlsuBJ,5d442839a8faa30001131e8a,,2,A2,B1,,3,3,4,3,-3,4,-1,3,3,-3,3,3,3,4,-1,-3,4,4,4,,10,2,8,6,4,7,,49,Male,"High School or Secondary School (A-Levels, BTEC, etc.)",Never heard before,Very familiar,No,Yes,Daily
196,R_3jF9CHm80509NYt,62ead930d596b021e1e12007,,1,A1,B1,,5,5,5,4,-5,5,-2,5,4,-1,5,3,5,4,-5,-2,5,4,5,,14,6,10,9,2,8,,37,Male,College or University.,Not familiar,Somewhat familiar,"Yes, one.",No,
145,R_1gnCBg0X5i9Xn2a,5b2426bb8b566f0001ba4610,,3,A1,B2,,3,3,4,3,-2,4,-2,5,4,-3,4,3,3,4,-3,-2,4,4,4,,8,3,8,8,5,8,,31,Male,College or University.,Never heard before,Somewhat familiar,"Yes, one.",Yes,Daily
187,R_1Id8lL9wlID7ogZ,604f7f49bdb53294916cb75c,,4,A2,B2,,4,5,2,4,-3,4,-2,3,3,-3,4,4,3,4,-2,-2,2,5,4,,10,5,4,7,6,7,,23,Female,College or University.,Not familiar,Somewhat familiar,"Yes, one.",Yes,Occasionally
378,R_2BsSVHiMUa6RPnY,60a3a2e77b3a2c9a03856797,,2,A2,B1,,5,5,4,5,-3,4,-1,3,5,-2,1,4,3,5,-3,-2,5,5,4,,11,3,9,8,6,10,,41,Male,College or University.,Not familiar,Very familiar,"Yes, one.",Yes,Occasionally
246,R_2EhtJhx8BNa8Sec,6133f3628fdedfebed160525,,3,A1,B2,,3,5,5,4,-4,5,-1,4,5,#N/A,5,5,5,5,-3,-2,5,5,5,,#N/A,7,10,8,6,10,,33,Female,College or University.,Not familiar,Somewhat familiar,"Yes, one.",Yes,Weekly
229,R_30uRJFegDL73uCC,5ea806dea2d63e011f551ef6,,1,A1,B1,,4,4,3,3,-4,4,-3,3,3,-3,5,2,4,4,-4,-3,3,3,3,,8,3,6,6,1,7,,55,Male,Post-graduate degree.,Very familiar,Very familiar,"Yes, multiple.",Yes,Daily
149,R_0qC1ULCKd1vRM1r,5aeb13df7e0aef0001290896,,3,A1,B2,,4,3,4,3,-4,3,-2,3,4,-3,4,4,2,4,-4,-2,4,4,4,,6,3,8,6,4,8,,31,Male,"High School or Secondary School (A-Levels, BTEC, etc.)",Not familiar,Very familiar,"Yes, multiple.",Yes,Daily
251,R_1rlhpYeYCcqnQId,58bbf520464ae40001bec33c,,1,A1,B1,,2,2,2,2,-5,3,-2,2,2,-2,5,2,3,2,-4,-2,2,3,3,,5,3,4,4,0,4,,53,Female,College or University.,Somewhat familiar,Very familiar,No,No,
611,R_3lMvzALW3FTjz6L,5ede945a2ec638128e356eac,,2,A2,B1,,5,5,2,5,-5,5,-3,5,5,-3,4,5,4,5,-4,-4,5,4,5,,12,2,7,10,4,10,,56,Female,College or University.,Not familiar,Very familiar,No,Yes,Occasionally
276,R_33pXSmeXzVFSyol,5ef759262a8ed146726775d5,,3,A1,B2,,4,4,4,4,-4,4,-2,2,2,-2,5,4,2,2,-5,-5,4,4,4,,7,2,8,6,4,4,,34,Female,College or University.,Not familiar,Somewhat familiar,"Yes, multiple.",Yes,Daily
142,R_2VfDsJsElt1I1ZG,5a25cb0ab279aa0001b0dc01,,4,A2,B2,,3,4,4,4,-4,3,-2,3,4,-3,3,4,3,3,-3,-2,5,4,4,,7,3,9,7,4,7,,32,Female,College or University.,Not familiar,Very familiar,"Yes, multiple.",Yes,Occasionally
297,R_RtoE6qdkwDsTyZb,5ea0672dd3be90032762f6b2,,3,A1,B2,,2,2,2,3,-5,2,-3,3,2,-3,1,2,4,2,-4,-4,2,3,2,,3,-4,4,6,0,4,,67,Male,College or University.,Never heard before,Somewhat familiar,No,No,
200,R_56HfANJlqIOnjGx,5d56d465175b5d0017766b3b,,2,A2,B1,,4,4,4,4,-2,4,-2,3,4,-2,4,4,3,4,-2,-3,4,4,4,,11,3,8,7,6,8,,28,Female,College or University.,Somewhat familiar,Somewhat familiar,"Yes, one.",Yes,Weekly
149,R_w1PZ8puYqfcdGg1,5fb3f05f5848d70009c7c9b1,,4,A2,B2,,4,4,4,4,-3,3,-2,4,3,-3,4,2,3,3,-3,-2,2,4,4,,8,4,6,8,3,6,,22,Female,Post-graduate degree.,Somewhat familiar,Very familiar,No,Yes,Occasionally
2286,R_RDk2atjkO8FIkPD,63469bb3e74049bc7b4dcb41,,1,A1,B1,,4,4,4,4,-4,4,-1,4,4,-4,4,3,4,3,-4,-4,4,4,4,,8,3,8,8,3,7,,#N/A,#N/A,Post-graduate degree.,Very familiar,Somewhat familiar,"Yes, one.",Yes,Occasionally
193,R_3lA1wtC0NAPSIVP,5d92fee662e97e0018134a6f,,4,A2,B2,,5,5,2,3,-2,4,-1,4,4,-2,5,4,4,4,-2,-2,1,4,4,,13,7,3,7,6,8,,34,Male,Post-graduate degree.,Not familiar,Very familiar,No,No,
160,R_Q0WrG5q56oy5Xnb,63cedba773eab20c019f1197,,3,A1,B2,,4,4,4,4,-4,4,-2,3,3,-2,4,2,3,3,-4,-2,4,3,3,,8,4,8,7,1,6,,40,Male,"High School or Secondary School (A-Levels, BTEC, etc.)",Somewhat familiar,Very familiar,"Yes, one.",Yes,Weekly
462,R_1mVDEfxWkThbcSv,603f046f9e0097fff158ae13,,4,A2,B2,,4,5,5,4,-2,4,-2,3,4,-2,5,3,2,5,-4,-2,5,5,5,,9,6,10,7,6,9,,25,Male,College or University.,Somewhat familiar,Somewhat familiar,No,Yes,Daily
241,R_3jSDxyEhsVf67zH,6310ec37a9d967ebbd3adac4,,2,A2,B1,,4,4,4,4,-4,4,-2,3,4,-3,4,3,3,3,-4,-2,4,4,4,,8,4,8,7,3,7,,24,Male,College or University.,Never heard before,Somewhat familiar,No,Yes,Occasionally
228,R_1kHyepqEXdfIeaW,5d667a1a3741ea0001c719b9,,2,A2,B1,,4,5,4,4,-4,4,-2,3,3,-2,5,4,3,3,-4,-2,4,5,4,,9,6,8,7,5,6,,56,Female,Post-graduate degree.,Not familiar,Very familiar,No,No,
200,R_1otZbgoiz7R7SzH,5f0788f36c99473ab5aed164,,1,A1,B1,,2,3,3,2,-5,2,-3,1,1,-4,5,3,2,2,-4,-2,2,2,2,,0,3,5,3,0,3,,21,Female,College or University.,Not familiar,Somewhat familiar,No,No,
216,R_22AhwvvnJMG4yc7,63d3e40d92c3c1dac54e2ee2,,3,A1,B2,,4,4,4,3,-3,3,-4,2,3,-2,4,3,3,3,-4,-3,5,4,4,,8,1,9,5,4,6,,26,Female,College or University.,Somewhat familiar,Very familiar,"Yes, multiple.",Yes,Occasionally
418,R_3F5uekqGfuZ89uy,5d1e70384a8a0c00015cb200,,1,A1,B1,,5,#N/A,4,5,#N/A,5,-2,5,4,-4,#N/A,5,5,5,-2,-2,4,5,5,,14,#N/A,8,10,#N/A,9,,48,Female,College or University.,Somewhat familiar,Somewhat familiar,"Yes, one.",Yes,Occasionally
204,R_3KO6FFQue1wyub3,5ed0c66875039f000b4e3897,,2,A2,B1,,5,5,5,5,-5,5,-5,5,5,-4,5,5,5,5,-4,-5,4,5,5,,12,0,9,10,5,10,,35,Male,"High School or Secondary School (A-Levels, BTEC, etc.)",Never heard before,Not familiar,"Yes, one.",Yes,Occasionally
153,R_1FQCD1ottIQslxE,5f85968d78e22f01044a7e6c,,4,A2,B2,,4,5,5,2,-5,4,-2,1,2,-4,5,1,2,2,-5,-2,5,4,4,,5,6,10,3,0,4,,29,Female,College or University.,Not familiar,Somewhat familiar,"Yes, multiple.",Yes,Daily
176,R_3xAGgjCR7uVRjs5,5e2586948ab7d17d602025c4,,4,A2,B2,,4,4,5,3,-4,3,-2,3,3,-4,4,4,3,4,-4,-4,5,4,3,,5,2,10,6,4,7,,38,Female,College or University.,Not familiar,Somewhat familiar,"Yes, one.",Yes,Weekly
279,R_1QbeHW5Xxg6fKQX,63d7cad07d34ae109e76326d,,2,A2,B1,,5,5,5,5,-4,5,-2,5,5,-3,5,5,5,5,-2,-2,5,5,5,,15,6,10,10,6,10,,33,Male,Post-graduate degree.,Somewhat familiar,Very familiar,No,Yes,Weekly
236,R_AiIfxfA6fPagmnn,60f83d2965034fc854763240,,3,A1,B2,,5,5,5,3,-4,5,-1,3,4,-2,#N/A,4,5,4,-4,-3,5,5,4,,13,#N/A,10,6,5,8,,48,Male,Post-graduate degree.,Somewhat familiar,Very familiar,No,Yes,Occasionally
183,R_3oLMqCd0wW5deBI,611fc188fcdeb41305f335a4,,1,A1,B1,,4,4,5,3,-4,3,-3,2,4,-3,4,3,5,3,-3,-2,5,5,4,,10,3,10,5,4,7,,20,Female,College or University.,Somewhat familiar,Very familiar,"Yes, multiple.",Yes,Weekly
180,R_tW0ueSvU3utzL4l,64138ac94e41d3cfa68bdc97,,1,A1,B1,,3,3,4,3,-5,3,-3,2,2,-3,5,2,1,3,-4,-2,4,3,3,,3,3,8,5,0,5,,29,Male,Post-graduate degree.,Not familiar,Very familiar,"Yes, one.",No,
237,R_2c2dz1Qr51bHAjW,5d120da16127370015883ac3,,4,A2,B2,,3,4,3,4,-4,3,-3,5,5,-4,4,4,3,4,-4,-3,4,4,4,,5,2,7,9,4,9,,63,Female,Post-graduate degree.,Not familiar,Very familiar,"Yes, multiple.",Yes,Daily
238,R_24jUvflYEsGg8XW,5cb33df2f9357c00146a82d4,,4,A2,B2,,4,3,3,2,-5,4,-3,2,3,-4,4,3,4,2,-5,-3,4,4,3,,6,1,7,4,2,5,,40,Female,Post-graduate degree.,Somewhat familiar,Very familiar,No,No,
257,R_24cKkXqe4RMFJuH,613b621bcb5311540c3e7fc9,,2,A2,B1,,3,4,5,3,-4,4,-3,3,3,-3,4,4,3,4,-3,-3,5,4,4,,8,2,10,6,4,7,,46,Female,College or University.,Not familiar,Somewhat familiar,"Yes, multiple.",Yes,Weekly
197,R_w67DN5B4ihXFkL7,62974b2961c6fcdb2226b73f,,3,A1,B2,,5,5,5,4,-4,4,-3,5,4,-3,5,4,3,4,-3,-2,5,4,4,,10,5,10,9,4,8,,24,Male,College or University.,Not familiar,Somewhat familiar,"Yes, one.",No,
267,R_3hbk99o7DIfvNTY,5ded4f9eff7f7141577d409a,,1,A1,B1,,3,4,4,3,-4,4,-1,3,3,-2,4,2,2,3,-3,-2,4,3,2,,6,5,8,6,1,6,,53,Male,College or University.,Not familiar,Somewhat familiar,No,Yes,Occasionally
177,R_3nxsVia6Mp5eEdF,637e1d4874d7ff427504812b,,2,A2,B1,,3,4,3,3,-5,4,-2,1,2,-3,5,2,2,2,-4,-2,3,2,4,,6,5,6,4,-1,4,,37,Female,College or University.,Not familiar,Very familiar,No,No,
309,R_20PgBNVjO8NOhdM,63d7f42900f82081456a376a,,3,A1,B2,,2,1,4,2,#N/A,1,#N/A,1,1,#N/A,1,1,1,1,#N/A,-5,4,2,1,,#N/A,#N/A,8,3,#N/A,2,,38,Female,College or University.,Not familiar,Very familiar,"Yes, one.",No,
186,R_3HLj2Pl3z4WE80B,58c5cb80efb64f000135866a,,2,A2,B1,,4,#N/A,4,3,-5,5,-2,3,1,-3,5,1,4,4,-4,-2,3,4,5,,11,#N/A,7,6,0,5,,34,Female,"High School or Secondary School (A-Levels, BTEC, etc.)",Not familiar,Very familiar,"Yes, multiple.",Yes,Weekly
146,R_SBjsy4ZAkaFtO9z,60aab3e0f0888e0d798cc26f,,3,A1,B2,,3,5,5,3,-4,4,-2,3,4,-3,5,4,4,4,-4,-3,5,4,4,,8,5,10,6,4,8,,34,Female,College or University.,Not familiar,Very familiar,"Yes, multiple.",Yes,Daily
230,R_2zqfZvU7ipgqSJQ,605c9580548e29bcb353aba7,,1,A1,B1,,4,3,4,3,-4,4,-2,3,3,-3,4,2,3,3,-3,-2,4,4,3,,8,3,8,6,2,6,,36,Female,"High School or Secondary School (A-Levels, BTEC, etc.)",Somewhat familiar,Very familiar,No,No,
130,R_1i9weAnCL3CV5dq,57b75b0383e3ed00019b0d67,,4,A2,B2,,4,5,5,5,-4,4,-4,3,4,-5,5,4,4,5,-4,-2,4,4,4,,7,4,9,8,4,9,,38,Female,Post-graduate degree.,Somewhat familiar,Somewhat familiar,"Yes, one.",Yes,Weekly
314,R_263mxYNG5QmUbEN,5ea305678366db250adbaf7d,,3,A1,B2,,4,3,3,4,-3,4,-3,4,4,-3,4,3,3,4,-3,-3,4,4,4,,9,1,7,8,4,8,,37,Male,Post-graduate degree.,Somewhat familiar,Somewhat familiar,"Yes, one.",Yes,Weekly
180,R_2sZmG8hG5WSfshw,60188eb2eaec9e169fcc94a4,,2,A2,B1,,3,4,1,2,#N/A,1,-4,2,1,#N/A,5,1,1,1,#N/A,#N/A,1,2,5,,#N/A,#N/A,2,4,#N/A,2,,27,Female,College or University.,Not familiar,Somewhat familiar,No,No,
231,R_2OZn47exvrLVFpT,6310a577c2072bb8325998b7,,2,A2,B1,,5,5,2,4,-3,5,-2,4,4,-1,5,3,3,5,-3,-2,1,5,5,,14,6,3,8,5,9,,35,Male,College or University.,Never heard before,Somewhat familiar,No,No,
326,R_1mKQs3C7cIUTQR7,60ae47392195f5455ef262a9,,4,A2,B2,,4,4,4,3,-3,3,-3,3,3,-3,4,2,3,4,-4,-2,4,4,5,,8,3,8,6,3,7,,35,Female,Post-graduate degree.,Not familiar,Very familiar,"Yes, one.",No,
226,R_3MLsjLBheCJXiiS,5e56e6a7dd429a0973edeaed,,3,A1,B2,,4,3,4,1,-5,3,-2,1,2,-3,5,3,4,2,-5,-2,2,3,3,,6,4,6,2,1,4,,40,Male,College or University.,Not familiar,Somewhat familiar,"Yes, multiple.",Yes,Daily
180,R_5hzGQzUyMlJ6Vnb,5e3a51208445882693c15f8b,,1,A1,B1,,5,5,2,4,-4,4,-4,1,5,-4,5,5,4,4,-4,-2,5,4,4,,9,4,7,5,5,9,,34,Female,College or University.,Somewhat familiar,Very familiar,"Yes, multiple.",Yes,Daily
425,R_2QLOeHx3wpdvnDJ,622b8b6947c63363d00dc716,,1,A1,B1,,4,5,5,3,-4,4,-2,3,4,-1,5,4,4,5,-2,-3,5,4,4,,13,5,10,6,4,9,,60,Male,College or University.,Not familiar,Somewhat familiar,"Yes, one.",Yes,Daily
367,R_1Hdw6r555C3PAhD,5ff770cbf676e943cc9f19dd,,4,A2,B2,,4,4,4,3,-5,4,-2,4,4,-2,4,2,3,4,-2,-3,4,4,4,,11,3,8,7,1,8,,39,Female,College or University.,Somewhat familiar,Very familiar,"Yes, one.",No,
252,R_32PKAupozNxtwJd,5eee8e0f64dd261036cd7637,,3,A1,B2,,4,4,2,4,-4,4,-2,3,4,-3,4,4,3,3,-4,-3,2,3,4,,8,3,4,7,3,7,,41,Female,College or University.,Not familiar,Very familiar,"Yes, multiple.",Yes,Weekly
180,R_1opZLlNBvVAXegE,63d7a3d4e2bb16fb1975d341,,4,A2,B2,,5,4,4,5,-5,5,-2,5,3,-4,5,5,5,4,-2,-5,5,4,5,,14,2,9,10,4,7,,37,Male,College or University.,Not familiar,Very familiar,"Yes, one.",No,
153,R_x2RxRUXEp93wRCF,610d110b900e833c342fd0e2,,3,A1,B2,,4,4,4,4,-4,3,-4,2,2,-4,4,4,2,3,-5,-4,5,4,2,,2,0,9,6,4,5,,25,Female,Post-graduate degree.,Somewhat familiar,Very familiar,"Yes, one.",Yes,Occasionally
408,R_26lPkAkbv3kMncK,59922fa30675b100014daed4,,2,A2,B1,,5,4,2,3,-5,5,-2,3,3,-3,5,4,4,4,-5,-5,2,5,4,,10,2,4,6,4,7,,54,Female,"High School or Secondary School (A-Levels, BTEC, etc.)",Not familiar,Somewhat familiar,No,Yes,Weekly
284,R_2ZNDnMyQkSRGLN7,62b068dae7ce03cda27020bd,,1,A1,B1,,5,5,5,4,-4,4,-2,3,4,-3,5,5,4,5,-2,-2,5,5,5,,13,6,10,7,6,9,,30,Female,College or University.,Somewhat familiar,Very familiar,"Yes, multiple.",Yes,Daily
188,R_3DwNYR6NKONCkmg,636546dab54e7af614936bc9,,3,A1,B2,,4,4,5,3,-5,4,-3,3,4,-4,4,3,2,4,-5,-3,5,4,3,,4,2,10,6,2,8,,28,Male,"High School or Secondary School (A-Levels, BTEC, etc.)",Very familiar,Very familiar,"Yes, multiple.",Yes,Daily
180,R_2zdyt5DKiXAOEbO,5eba8aec7bb5c61f3282a3d7,,2,A2,B1,,4,4,3,3,-4,4,-3,2,4,-3,4,4,4,4,-3,-2,2,4,4,,10,3,5,5,4,8,,27,Female,College or University.,Somewhat familiar,Very familiar,No,No,
309,R_2zw43bfLY3pHMjC,60603b611654b8d7432c7883,,1,A1,B1,,5,#N/A,4,#N/A,-4,4,#N/A,#N/A,1,-5,4,3,2,3,-4,-2,5,3,3,,5,#N/A,9,#N/A,2,4,,41,Male,College or University.,Not familiar,Very familiar,"Yes, one.",Yes,Occasionally
236,R_6DSfVzipHCMBFqV,5bff1c0a0ef0390001388c5f,,3,A1,B2,,4,3,3,3,-3,4,-3,3,3,-4,4,3,4,3,-3,-4,3,4,3,,8,0,6,6,4,6,,33,Female,"High School or Secondary School (A-Levels, BTEC, etc.)",Not familiar,Somewhat familiar,"Yes, one.",Yes,Weekly
196,R_1Fs1AnQbII7Gv2Q,5b6af618d514a00001c9c2bf,,1,A1,B1,,5,5,4,4,-3,4,-2,4,4,-3,4,4,3,4,-3,-2,4,4,4,,10,5,8,8,5,8,,35,Female,College or University.,Not familiar,Somewhat familiar,"Yes, one.",Yes,Occasionally
205,R_1LuNZpe6QdwDefx,5d3ef27c5c79a10001f817a6,,2,A2,B1,,5,4,5,3,-4,5,-1,3,4,-3,5,4,4,5,-4,-3,5,4,4,,11,5,10,6,4,9,,35,Male,Post-graduate degree.,Never heard before,Somewhat familiar,"Yes, multiple.",Yes,Daily
260,R_2VfkpaLS8n2ipOR,5e932b48bb285314d5ed56ba,,3,A1,B2,,5,5,5,#N/A,-5,5,-1,#N/A,1,-4,5,1,#N/A,#N/A,-4,-1,1,3,4,,#N/A,8,6,#N/A,-1,#N/A,,36,Female,College or University.,Somewhat familiar,Very familiar,No,No,
